Genotype,nitrogen,Cob_Width_2018,Cob_Weight_2018,Cob_Length_2018,Weight_of_20_Kernel_2018
NC372,+N,25.63333333,14.53333333,11.55,3.7
ND246,+N,18.675,8.62,13.35,2.7
ND246,+N,18.675,8.62,13.35,2.6
ND246,+N,18.675,8.62,11.82,2.7
ND246,+N,18.675,8.62,11.82,2.6
ND246,+N,18.675,10.875,13.35,2.7
ND246,+N,18.675,10.875,13.35,2.6
ND246,+N,18.675,10.875,11.82,2.7
ND246,+N,18.675,10.875,11.82,2.6
ND246,+N,18.42,8.62,13.35,2.7
ND246,+N,18.42,8.62,13.35,2.6
ND246,+N,18.42,8.62,11.82,2.7
ND246,+N,18.42,8.62,11.82,2.6
ND246,+N,18.42,10.875,13.35,2.7
ND246,+N,18.42,10.875,13.35,2.6
ND246,+N,18.42,10.875,11.82,2.7
ND246,+N,18.42,10.875,11.82,2.6
Oh40B,+N,18.45,13,12.825,2.9
Oh40B,+N,,13,12.825,2.9
Oh43,+N,22.93333333,9.133333333,14.36666667,3.8
Oh43,+N,22.93333333,9.133333333,14.36666667,3.7
Oh43,+N,22.93333333,9.133333333,14.8,3.8
Oh43,+N,22.93333333,9.133333333,14.8,3.7
Oh43,+N,22.93333333,12.5,14.36666667,3.8
Oh43,+N,22.93333333,12.5,14.36666667,3.7
Oh43,+N,22.93333333,12.5,14.8,3.8
Oh43,+N,22.93333333,12.5,14.8,3.7
Oh43,+N,23.7,9.133333333,14.36666667,3.8
Oh43,+N,23.7,9.133333333,14.36666667,3.7
Oh43,+N,23.7,9.133333333,14.8,3.8
Oh43,+N,23.7,9.133333333,14.8,3.7
Oh43,+N,23.7,12.5,14.36666667,3.8
Oh43,+N,23.7,12.5,14.36666667,3.7
Oh43,+N,23.7,12.5,14.8,3.8
Oh43,+N,23.7,12.5,14.8,3.7
Oh43E,+N,23.4,9.566666667,11.83333333,2.9
Oh43E,+N,23.4,9.566666667,11.83333333,4.6
Oh43E,+N,23.4,9.566666667,12,2.9
Oh43E,+N,23.4,9.566666667,12,4.6
Oh43E,+N,23.4,10.425,11.83333333,2.9
Oh43E,+N,23.4,10.425,11.83333333,4.6
Oh43E,+N,23.4,10.425,12,2.9
Oh43E,+N,23.4,10.425,12,4.6
Oh43E,+N,21.825,9.566666667,11.83333333,2.9
Oh43E,+N,21.825,9.566666667,11.83333333,4.6
Oh43E,+N,21.825,9.566666667,12,2.9
Oh43E,+N,21.825,9.566666667,12,4.6
Oh43E,+N,21.825,10.425,11.83333333,2.9
Oh43E,+N,21.825,10.425,11.83333333,4.6
Oh43E,+N,21.825,10.425,12,2.9
Oh43E,+N,21.825,10.425,12,4.6
Oh603,+N,19.25,25.475,11,5.9
Oh603,+N,,25.475,11,5.9
Pa762,+N,25.45,9.7,11.22,5.1
Pa762,+N,25.45,9.7,11.22,5.2
Pa762,+N,25.45,9.7,10.9,5.1
Pa762,+N,25.45,9.7,10.9,5.2
Pa762,+N,25.45,6.64,11.22,5.1
Pa762,+N,25.45,6.64,11.22,5.2
Pa762,+N,25.45,6.64,10.9,5.1
Pa762,+N,25.45,6.64,10.9,5.2
Pa762,+N,21.68,9.7,11.22,5.1
Pa762,+N,21.68,9.7,11.22,5.2
Pa762,+N,21.68,9.7,10.9,5.1
Pa762,+N,21.68,9.7,10.9,5.2
Pa762,+N,21.68,6.64,11.22,5.1
Pa762,+N,21.68,6.64,11.22,5.2
Pa762,+N,21.68,6.64,10.9,5.1
Pa762,+N,21.68,6.64,10.9,5.2
Pa875,+N,18.7,8.2,12.05,5.2
Pa875,+N,18.7,8.2,12.05,3.6
Pa875,+N,18.7,8.2,7.4,5.2
Pa875,+N,18.7,8.2,7.4,3.6
Pa875,+N,18.7,5,12.05,5.2
Pa875,+N,18.7,5,12.05,3.6
Pa875,+N,18.7,5,7.4,5.2
Pa875,+N,18.7,5,7.4,3.6
Pa875,+N,13.1,8.2,12.05,5.2
Pa875,+N,13.1,8.2,12.05,3.6
Pa875,+N,13.1,8.2,7.4,5.2
Pa875,+N,13.1,8.2,7.4,3.6
Pa875,+N,13.1,5,12.05,5.2
Pa875,+N,13.1,5,12.05,3.6
Pa875,+N,13.1,5,7.4,5.2
Pa875,+N,13.1,5,7.4,3.6
Pa880,+N,,26.75,12.525,4.9
Pa880,+N,26.825,26.75,12.525,4.9
Pa91,+N,21.1,11,12.8,5.2
Pa91,+N,21.1,11,12.8,5.4
Pa91,+N,21.1,11,11.76666667,5.2
Pa91,+N,21.1,11,11.76666667,5.4
Pa91,+N,21.1,10.36666667,12.8,5.2
Pa91,+N,21.1,10.36666667,12.8,5.4
Pa91,+N,21.1,10.36666667,11.76666667,5.2
Pa91,+N,21.1,10.36666667,11.76666667,5.4
Pa91,+N,24,11,12.8,5.2
Pa91,+N,24,11,12.8,5.4
Pa91,+N,24,11,11.76666667,5.2
Pa91,+N,24,11,11.76666667,5.4
Pa91,+N,24,10.36666667,12.8,5.2
Pa91,+N,24,10.36666667,12.8,5.4
Pa91,+N,24,10.36666667,11.76666667,5.2
Pa91,+N,24,10.36666667,11.76666667,5.4
R168,+N,18.15,5.5,12.46666667,2
R168,+N,18.15,5.5,12.46666667,3.3
R168,+N,18.15,5.5,10.65,2
R168,+N,18.15,5.5,10.65,3.3
R168,+N,18.15,11.53333333,12.46666667,2
R168,+N,18.15,11.53333333,12.46666667,3.3
R168,+N,18.15,11.53333333,10.65,2
R168,+N,18.15,11.53333333,10.65,3.3
R168,+N,19.66666667,5.5,12.46666667,2
R168,+N,19.66666667,5.5,12.46666667,3.3
R168,+N,19.66666667,5.5,10.65,2
R168,+N,19.66666667,5.5,10.65,3.3
R168,+N,19.66666667,11.53333333,12.46666667,2
R168,+N,19.66666667,11.53333333,12.46666667,3.3
R168,+N,19.66666667,11.53333333,10.65,2
R168,+N,19.66666667,11.53333333,10.65,3.3
R177,+N,,17.05,11.35,5.8
R177,+N,20.5,17.05,11.35,5.8
R229,+N,,15.05,11.4,5
R229,+N,24.325,15.05,11.4,5
SC357,+N,24.33333333,15.2,14,3.7
SC357,+N,24.33333333,15.2,14,3.5
SC357,+N,24.33333333,15.2,10.25,3.7
SC357,+N,24.33333333,15.2,10.25,3.5
SC357,+N,21.6,15.2,14,3.7
SC357,+N,21.6,15.2,14,3.5
SC357,+N,21.6,15.2,10.25,3.7
SC357,+N,21.6,15.2,10.25,3.5
SC55,+N,23.875,13.9,10,5.6
SC55,+N,23.875,13.9,10,6.2
SC55,+N,23.875,13.9,10.25,5.6
SC55,+N,23.875,13.9,10.25,6.2
SC55,+N,23.875,8.3,10,5.6
SC55,+N,23.875,8.3,10,6.2
SC55,+N,23.875,8.3,10.25,5.6
SC55,+N,23.875,8.3,10.25,6.2
SC55,+N,22.1,13.9,10,5.6
SC55,+N,22.1,13.9,10,6.2
SC55,+N,22.1,13.9,10.25,5.6
SC55,+N,22.1,13.9,10.25,6.2
SC55,+N,22.1,8.3,10,5.6
SC55,+N,22.1,8.3,10,6.2
SC55,+N,22.1,8.3,10.25,5.6
SC55,+N,22.1,8.3,10.25,6.2
SD40,+N,23.53333333,12.03333333,10.5,5
SD40,+N,23.53333333,12.03333333,10.5,3.6
SD40,+N,23.53333333,12.03333333,14.06666667,5
SD40,+N,23.53333333,12.03333333,14.06666667,3.6
SD40,+N,23.53333333,5.475,10.5,5
SD40,+N,23.53333333,5.475,10.5,3.6
SD40,+N,23.53333333,5.475,14.06666667,5
SD40,+N,23.53333333,5.475,14.06666667,3.6
SD40,+N,20.325,12.03333333,10.5,5
SD40,+N,20.325,12.03333333,10.5,3.6
SD40,+N,20.325,12.03333333,14.06666667,5
SD40,+N,20.325,12.03333333,14.06666667,3.6
SD40,+N,20.325,5.475,10.5,5
SD40,+N,20.325,5.475,10.5,3.6
SD40,+N,20.325,5.475,14.06666667,5
SD40,+N,20.325,5.475,14.06666667,3.6
SD44,+N,24.25,19.275,13.05,4.1
SD44,+N,24.25,19.275,13.05,4
SD44,+N,24.25,19.275,8.15,4.1
SD44,+N,24.25,19.275,8.15,4
SD44,+N,24.25,15.175,13.05,4.1
SD44,+N,24.25,15.175,13.05,4
SD44,+N,24.25,15.175,8.15,4.1
SD44,+N,24.25,15.175,8.15,4
SD44,+N,23.65,19.275,13.05,4.1
SD44,+N,23.65,19.275,13.05,4
SD44,+N,23.65,19.275,8.15,4.1
SD44,+N,23.65,19.275,8.15,4
SD44,+N,23.65,15.175,13.05,4.1
SD44,+N,23.65,15.175,13.05,4
SD44,+N,23.65,15.175,8.15,4.1
SD44,+N,23.65,15.175,8.15,4
T232,+N,20.3,19.6,10.94,7.3
T232,+N,20.3,19.6,10.94,7.1
T232,+N,20.3,19.6,12.6,7.3
T232,+N,20.3,19.6,12.6,7.1
T232,+N,20.3,11.28,10.94,7.3
T232,+N,20.3,11.28,10.94,7.1
T232,+N,20.3,11.28,12.6,7.3
T232,+N,20.3,11.28,12.6,7.1
T232,+N,19.42,19.6,10.94,7.3
T232,+N,19.42,19.6,10.94,7.1
T232,+N,19.42,19.6,12.6,7.3
T232,+N,19.42,19.6,12.6,7.1
T232,+N,19.42,11.28,10.94,7.3
T232,+N,19.42,11.28,10.94,7.1
T232,+N,19.42,11.28,12.6,7.3
T232,+N,19.42,11.28,12.6,7.1
T234,+N,,22.7,13.3,6.6
T234,+N,22.125,22.7,13.3,6.6
T8,+N,18.05,11.96666667,11.03333333,5.2
T8,+N,18.05,11.96666667,11.03333333,4.7
T8,+N,18.05,11.96666667,12.05,5.2
T8,+N,18.05,11.96666667,12.05,4.7
T8,+N,18.05,14.25,11.03333333,5.2
T8,+N,18.05,14.25,11.03333333,4.7
T8,+N,18.05,14.25,12.05,5.2
T8,+N,18.05,14.25,12.05,4.7
T8,+N,18.66666667,11.96666667,11.03333333,5.2
T8,+N,18.66666667,11.96666667,11.03333333,4.7
T8,+N,18.66666667,11.96666667,12.05,5.2
T8,+N,18.66666667,11.96666667,12.05,4.7
T8,+N,18.66666667,14.25,11.03333333,5.2
T8,+N,18.66666667,14.25,11.03333333,4.7
T8,+N,18.66666667,14.25,12.05,5.2
T8,+N,18.66666667,14.25,12.05,4.7
Tzi11,+N,,10.65,8.35,3.8
Tzi11,+N,21.2,10.65,8.35,3.8
Tzi18,+N,23.33333333,22.5,12.43333333,5.3
Tzi18,+N,23.33333333,22.5,12.43333333,6
Tzi18,+N,23.33333333,22.5,13.7,5.3
Tzi18,+N,23.33333333,22.5,13.7,6
Tzi18,+N,25.16666667,22.5,12.43333333,5.3
Tzi18,+N,25.16666667,22.5,12.43333333,6
Tzi18,+N,25.16666667,22.5,13.7,5.3
Tzi18,+N,25.16666667,22.5,13.7,6
Tzi25,+N,24.25,15.84,12.72,5.9
Tzi25,+N,24.25,15.84,12.72,6.5
Tzi25,+N,24.25,15.84,14.325,5.9
Tzi25,+N,24.25,15.84,14.325,6.5
Tzi25,+N,24.25,16.9,12.72,5.9
Tzi25,+N,24.25,16.9,12.72,6.5
Tzi25,+N,24.25,16.9,14.325,5.9
Tzi25,+N,24.25,16.9,14.325,6.5
Tzi25,+N,23.7,15.84,12.72,5.9
Tzi25,+N,23.7,15.84,12.72,6.5
Tzi25,+N,23.7,15.84,14.325,5.9
Tzi25,+N,23.7,15.84,14.325,6.5
Tzi25,+N,23.7,16.9,12.72,5.9
Tzi25,+N,23.7,16.9,12.72,6.5
Tzi25,+N,23.7,16.9,14.325,5.9
Tzi25,+N,23.7,16.9,14.325,6.5
Tzi9,+N,23.7,12.56666667,11.53333333,6.8
Tzi9,+N,23.7,12.56666667,11.53333333,5.6
Tzi9,+N,23.7,12.56666667,11.63333333,6.8
Tzi9,+N,23.7,12.56666667,11.63333333,5.6
Tzi9,+N,22.66666667,12.56666667,11.53333333,6.8
Tzi9,+N,22.66666667,12.56666667,11.53333333,5.6
Tzi9,+N,22.66666667,12.56666667,11.63333333,6.8
Tzi9,+N,22.66666667,12.56666667,11.63333333,5.6
Va102,+N,23.8,10.13333333,9.9,4.6
Va102,+N,23.8,10.13333333,9.9,3.7
Va102,+N,23.8,10.13333333,10.73333333,4.6
Va102,+N,23.8,10.13333333,10.73333333,3.7
Va102,+N,23.8,6.033333333,9.9,4.6
Va102,+N,23.8,6.033333333,9.9,3.7
Va102,+N,23.8,6.033333333,10.73333333,4.6
Va102,+N,23.8,6.033333333,10.73333333,3.7
Va102,+N,22.66666667,10.13333333,9.9,4.6
Va102,+N,22.66666667,10.13333333,9.9,3.7
Va102,+N,22.66666667,10.13333333,10.73333333,4.6
Va102,+N,22.66666667,10.13333333,10.73333333,3.7
Va102,+N,22.66666667,6.033333333,9.9,4.6
Va102,+N,22.66666667,6.033333333,9.9,3.7
Va102,+N,22.66666667,6.033333333,10.73333333,4.6
Va102,+N,22.66666667,6.033333333,10.73333333,3.7
Va22,+N,,12.3,13.275,4.9
Va22,+N,21.4,12.3,13.275,4.9
Va26,+N,24.175,9.8,10.75,4.4
Va26,+N,,9.8,10.75,4.4
Va35,+N,,14.4,14.16666667,5.7
Va35,+N,22.1,14.4,14.16666667,5.7
Va59,+N,20.66666667,13.16666667,12.96666667,4.6
Va59,+N,20.66666667,13.16666667,12.96666667,4.2
Va59,+N,20.66666667,13.16666667,8.5,4.6
Va59,+N,20.66666667,13.16666667,8.5,4.2
Va59,+N,20.66666667,4.6,12.96666667,4.6
Va59,+N,20.66666667,4.6,12.96666667,4.2
Va59,+N,20.66666667,4.6,8.5,4.6
Va59,+N,20.66666667,4.6,8.5,4.2
Va59,+N,16.75,13.16666667,12.96666667,4.6
Va59,+N,16.75,13.16666667,12.96666667,4.2
Va59,+N,16.75,13.16666667,8.5,4.6
Va59,+N,16.75,13.16666667,8.5,4.2
Va59,+N,16.75,4.6,12.96666667,4.6
Va59,+N,16.75,4.6,12.96666667,4.2
Va59,+N,16.75,4.6,8.5,4.6
Va59,+N,16.75,4.6,8.5,4.2
Va85,+N,20.4,19.4,14.6,7.2
Va85,+N,20.4,19.4,14.6,6.7
Va85,+N,20.4,19.4,16.13333333,7.2
Va85,+N,20.4,19.4,16.13333333,6.7
Va85,+N,20.4,14.275,14.6,7.2
Va85,+N,20.4,14.275,14.6,6.7
Va85,+N,20.4,14.275,16.13333333,7.2
Va85,+N,20.4,14.275,16.13333333,6.7
Va85,+N,24.43333333,19.4,14.6,7.2
Va85,+N,24.43333333,19.4,14.6,6.7
Va85,+N,24.43333333,19.4,16.13333333,7.2
Va85,+N,24.43333333,19.4,16.13333333,6.7
Va85,+N,24.43333333,14.275,14.6,7.2
Va85,+N,24.43333333,14.275,14.6,6.7
Va85,+N,24.43333333,14.275,16.13333333,7.2
Va85,+N,24.43333333,14.275,16.13333333,6.7
Va99,+N,21.1,10.175,11.8,5.7
Va99,+N,21.1,10.175,11.8,5.6
Va99,+N,21.1,10.175,13.175,5.7
Va99,+N,21.1,10.175,13.175,5.6
Va99,+N,21.1,16.15,11.8,5.7
Va99,+N,21.1,16.15,11.8,5.6
Va99,+N,21.1,16.15,13.175,5.7
Va99,+N,21.1,16.15,13.175,5.6
Va99,+N,23.025,10.175,11.8,5.7
Va99,+N,23.025,10.175,11.8,5.6
Va99,+N,23.025,10.175,13.175,5.7
Va99,+N,23.025,10.175,13.175,5.6
Va99,+N,23.025,16.15,11.8,5.7
Va99,+N,23.025,16.15,11.8,5.6
Va99,+N,23.025,16.15,13.175,5.7
Va99,+N,23.025,16.15,13.175,5.6
VaW6,+N,25.58,18.46,17.34,6.6
VaW6,+N,25.58,18.46,17.34,5.4
VaW6,+N,25.58,18.46,14.7,6.6
VaW6,+N,25.58,18.46,14.7,5.4
VaW6,+N,25.58,14.325,17.34,6.6
VaW6,+N,25.58,14.325,17.34,5.4
VaW6,+N,25.58,14.325,14.7,6.6
VaW6,+N,25.58,14.325,14.7,5.4
VaW6,+N,22.45,18.46,17.34,6.6
VaW6,+N,22.45,18.46,17.34,5.4
VaW6,+N,22.45,18.46,14.7,6.6
VaW6,+N,22.45,18.46,14.7,5.4
VaW6,+N,22.45,14.325,17.34,6.6
VaW6,+N,22.45,14.325,17.34,5.4
VaW6,+N,22.45,14.325,14.7,6.6
VaW6,+N,22.45,14.325,14.7,5.4
W153R,+N,19.65,14.75,9.4,4.9
W153R,+N,19.65,14.75,9.4,2.8
W153R,+N,19.65,14.75,14.8,4.9
W153R,+N,19.65,14.75,14.8,2.8
W153R,+N,19.65,5.05,9.4,4.9
W153R,+N,19.65,5.05,9.4,2.8
W153R,+N,19.65,5.05,14.8,4.9
W153R,+N,19.65,5.05,14.8,2.8
W153R,+N,22.2,14.75,9.4,4.9
W153R,+N,22.2,14.75,9.4,2.8
W153R,+N,22.2,14.75,14.8,4.9
W153R,+N,22.2,14.75,14.8,2.8
W153R,+N,22.2,5.05,9.4,4.9
W153R,+N,22.2,5.05,9.4,2.8
W153R,+N,22.2,5.05,14.8,4.9
W153R,+N,22.2,5.05,14.8,2.8
W182B,+N,20.58,14.5,14.8,3.4
W182B,+N,20.58,14.5,14.8,3.7
W182B,+N,20.58,14.5,16.88,3.4
W182B,+N,20.58,14.5,16.88,3.7
W182B,+N,20.58,13.26,14.8,3.4
W182B,+N,20.58,13.26,14.8,3.7
W182B,+N,20.58,13.26,16.88,3.4
W182B,+N,20.58,13.26,16.88,3.7
W182B,+N,20.18,14.5,14.8,3.4
W182B,+N,20.18,14.5,14.8,3.7
W182B,+N,20.18,14.5,16.88,3.4
W182B,+N,20.18,14.5,16.88,3.7
W182B,+N,20.18,13.26,14.8,3.4
W182B,+N,20.18,13.26,14.8,3.7
W182B,+N,20.18,13.26,16.88,3.4
W182B,+N,20.18,13.26,16.88,3.7
W22,+N,27.1,11.66666667,11.43333333,2.5
W22,+N,27.1,11.66666667,11.43333333,4.5
W22,+N,27.1,11.66666667,12.5,2.5
W22,+N,27.1,11.66666667,12.5,4.5
W22,+N,27.1,7.6,11.43333333,2.5
W22,+N,27.1,7.6,11.43333333,4.5
W22,+N,27.1,7.6,12.5,2.5
W22,+N,27.1,7.6,12.5,4.5
W22,+N,23.06666667,11.66666667,11.43333333,2.5
W22,+N,23.06666667,11.66666667,11.43333333,4.5
W22,+N,23.06666667,11.66666667,12.5,2.5
W22,+N,23.06666667,11.66666667,12.5,4.5
W22,+N,23.06666667,7.6,11.43333333,2.5
W22,+N,23.06666667,7.6,11.43333333,4.5
W22,+N,23.06666667,7.6,12.5,2.5
W22,+N,23.06666667,7.6,12.5,4.5
W401,+N,20.83333333,5.8,11.25,3.5
W401,+N,20.83333333,5.8,11.25,3.5
W401,+N,20.83333333,5.8,11.73333333,3.5
W401,+N,20.83333333,5.8,11.73333333,3.5
W401,+N,20.83333333,10.03333333,11.25,3.5
W401,+N,20.83333333,10.03333333,11.25,3.5
W401,+N,20.83333333,10.03333333,11.73333333,3.5
W401,+N,20.83333333,10.03333333,11.73333333,3.5
W401,+N,19.2,5.8,11.25,3.5
W401,+N,19.2,5.8,11.25,3.5
W401,+N,19.2,5.8,11.73333333,3.5
W401,+N,19.2,5.8,11.73333333,3.5
W401,+N,19.2,10.03333333,11.25,3.5
W401,+N,19.2,10.03333333,11.25,3.5
W401,+N,19.2,10.03333333,11.73333333,3.5
W401,+N,19.2,10.03333333,11.73333333,3.5
W64A,+N,25.5,14.76666667,9.503333333,4.3
W64A,+N,25.5,14.76666667,9.503333333,4.6
W64A,+N,25.5,14.76666667,10.28333333,4.3
W64A,+N,25.5,14.76666667,10.28333333,4.6
W64A,+N,25.5,13.56666667,9.503333333,4.3
W64A,+N,25.5,13.56666667,9.503333333,4.6
W64A,+N,25.5,13.56666667,10.28333333,4.3
W64A,+N,25.5,13.56666667,10.28333333,4.6
W64A,+N,26.35,14.76666667,9.503333333,4.3
W64A,+N,26.35,14.76666667,9.503333333,4.6
W64A,+N,26.35,14.76666667,10.28333333,4.3
W64A,+N,26.35,14.76666667,10.28333333,4.6
W64A,+N,26.35,13.56666667,9.503333333,4.3
W64A,+N,26.35,13.56666667,9.503333333,4.6
W64A,+N,26.35,13.56666667,10.28333333,4.3
W64A,+N,26.35,13.56666667,10.28333333,4.6
Wf9,+N,22.06,9.875,9.68,4.8
Wf9,+N,22.06,9.875,9.68,4.2
Wf9,+N,22.06,9.875,9.25,4.8
Wf9,+N,22.06,9.875,9.25,4.2
Wf9,+N,22.06,8.86,9.68,4.8
Wf9,+N,22.06,8.86,9.68,4.2
Wf9,+N,22.06,8.86,9.25,4.8
Wf9,+N,22.06,8.86,9.25,4.2
Wf9,+N,21.25,9.875,9.68,4.8
Wf9,+N,21.25,9.875,9.68,4.2
Wf9,+N,21.25,9.875,9.25,4.8
Wf9,+N,21.25,9.875,9.25,4.2
Wf9,+N,21.25,8.86,9.68,4.8
Wf9,+N,21.25,8.86,9.68,4.2
Wf9,+N,21.25,8.86,9.25,4.8
Wf9,+N,21.25,8.86,9.25,4.2
